seat,year,party,name,votes,votes_pc,winner
Rajshahi-3,2001,BNP,Abu Hena,113255,45.78,yes
Joypurhat-2,2001,BNP,Abu Yusuf Mohammad Khalilur Rahman,113290,57.47,yes
Chuadanga-1,2001,AL,Solaiman Haque Joarder,113333,41.44,no
Sunamganj-5,2001,BNP,Kalim Uddin Ahmed,113660,54.58,yes
Joypurhat-2,2008,AL,Abu Sayeed Al Mahmood Swapon,113721,49.02,no
Cox's Bazar-3,2001,BNP,Mohammad Sahiduzzaman,113895,91.91,yes
Mymensingh-2,2001,BNP,Shah Shahid Sarwar,114048,50.49,yes
Jamalpur-5,2001,BNP,Sirajul Haq,114232,42.33,no
Feni-1,2008,BNP,Khaleda Zia,114482,65.39,yes
Satkhira-1,2001,AL,SM Mujibur Rahman,114527,42.04,no
Satkhira-2,2008,Jamaat,Abdul Khaleque Mondal,114557,45.59,no
Faridpur-3,2001,BNP,Chowdhury Kamal Ibne Yusuf,114618,61.3,yes
Shariatpur-2,2008,AL,Shawkat Ali (politician),114808,58.9,yes
Bogra-4,2001,BNP,Ziaul Haq Molla,114814,58.73,yes
Comilla-1,2008,AL,Mohammad Shubid Ali Bhuiyan,114818,53.24,yes
Bogra-5,1996,BNP,Golam Mohammad Siraj,114843,50.18,yes
Gopalganj-2,1996,AL,Sheikh Fazlul Karim,115032,86.31,yes
Dinajpur-6,2014,AL,Shibli Sadique,115036,97.05,
Comilla-4,2008,AL,ABM Ghulam Mostafa,115056,57.99,yes
Kishoreganj-4,2008,AL,Mohammad Abdul Hamid,115093,55.19,yes
Pabna-3,2008,BNP,Saiful Azam,115190,38.88,no
Magura-2,2008,AL,Biren Sikder,115275,48.9,yes
Feni-2,2001,BNP,Joynal Abedin,115278,61.4,yes
Natore-4,2008,BNP,Mozammel Haque,115409,41.24,no
Naogaon-4,2008,Independent,Emaz Uddin Pramanik,115576,52.68,yes
Jamalpur-1,2008,AL,Abul Kalam Azad,115722,48.77,yes
Naogaon-3,2008,BNP,Akhtar Hameed Siddiqui,115740,39.34,no
Kushtia-4,2008,BNP,Syed Mehedi Ahmed Rumi,115842,45.77,no
Chandpur-3,2008,BNP,G. M. Fazlul Haque,116068,44.97,no
Khulna-6,2008,Jamaat,Shah Md. Ruhul Quddus,116161,46.31,no
Faridpur-2,2008,AL,Syeda Sajeda Chowdhury,116498,60.49,yes
Chittagong-8,1996,BNP,Amir Khasru Mahmud Chowdhury,116547,47.11,yes
Rajshahi-2,2008,Workers Party,Fazle Hossain Badsha,116599,56.39,yes
Chapai Nawabganj-1,2008,BNP,Shahjahan Miah,116673,38.14,no
Pabna-2,2008,AL,A. K. Khandker,116730,55.13,yes
Dhaka-18,2008,BNP,Azizul Baree Helal,116786,34.88,no
Bogra-2,2001,BNP,Rezaul Bari Dina,116806,63.77,yes
Joypurhat-2,2008,BNP,Golam Mostafa,116881,50.38,yes
Dhaka-6,2001,AL,Saber Hossain Chowdhury,116976,41.43,no
Narsingdi-5,2001,AL,Rajiuddin Ahmed Raju,117096,53.05,yes
Comilla-9,2008,BNP,Anwarul Azim,117290,49,no
Barguna-2,2014,AL,Showkat Hasanur Rahman,117382,86.17,
Shariatpur-1,2008,AL,B. M. Muzammel Haque,117386,64.05,yes
Narayanganj-2,2008,AL,Nazrul Islam Babu,117435,59.26,yes
Satkhira-4,2008,Jamaat,G. M. Nazrul Islam,117675,43.56,no
Jhenaidah-2,2001,AL,Nur-e-Alam Siddiqui,117706,44.21,no
Comilla-9,2008,AL,Tazul Islam,117748,49.19,yes
Dhaka-12,2008,AL,Sheikh Fazle Noor Taposh,118136,61.96,yes
Gaibandha-1,2014,AL,Manjurul Islam Liton,118152,88.6,
Dinajpur-4,2008,AL,Abul Hassan Mahmood Ali,118188,46.72,yes
Sirajganj-5,2001,BNP,Mozammel Haque,118342,65.45,yes
Jhenaidah-3,2008,AL,Shafiqul Azam Khan,118357,45.32,yes
Chuadanga-2,2014,AL,Md. Ali Azgar,118385,93.65,
Brahmanbaria-4,2008,AL,Shah Alam,118692,58.31,yes
Rangpur-4,2008,AL,Tipu Munshi,118807,40.75,yes
Noakhali-4,2008,BNP,Md. Shahjahan,118956,41.57,no
Sirajganj-5,2008,BNP,Manjur Quader,119330,49.3,no
Nilphamari-2,2024,AL,Asaduzzaman Noor,119339,,
Gopalganj-1,1996,AL,Faruk Khan,119536,86.9,yes
Sirajganj-5,2008,AL,Muhammad Abdul Latif Biswas,119582,49.4,yes
Jamalpur-3,2001,AL,Mirza Azam,119611,48.89,yes
Madaripur-1,2008,AL,Noor-E-Alam Chowdhury Liton,119767,76.77,yes
Pabna-3,2001,AL,Mokbul Hossain,119794,47.38,no
Faridpur-1,2001,BNP,Shah Mohammad Abu Zafar,119912,48.09,no
Jessore-5,2008,AL,Khan Tipu Sultan,119914,52.63,yes
Patuakhali-3,2008,AL,Golam Maula Rony,120010,60.96,yes
Patuakhali-1,2008,AL,Shahjahan Mia,120132,58.1,yes
Feni-2,2008,BNP,Joynal Abedin,120297,57.53,yes
Chittagong-14,2008,Jamaat,Shamsul Islam,120339,51.11,yes
Bogra-1,2001,BNP,Kazi Rafiqul Islam,120382,61.11,yes
Thakurgaon-1,2008,BNP,Mirza Fakhrul Islam Alamgir,120411,39.54,no
Lakshmipur-3,2023,AL,Mohammed Golam Faroque,120599,,
Dhaka-15,2008,AL,Kamal Ahmed Majumder,120780,58.21,yes
Khulna-1,2008,AL,Nani Gopal Mandal,120801,61.83,yes
Jessore-2,2001,AL,Rafiqul Islam,120899,45.87,no
Cox's Bazar-1,2008,AL,Salah Uddin Ahmed CIP,121111,43.49,no
Mymensingh-8,2008,AL,Md. Abdus Sattar,121163,67.99,yes
Mymensingh-5,2008,AL,K. M. Khalid,121255,58.91,yes
Dhaka-1,2008,BNP,Abdul Mannan,121377,42.75,no
Comilla-8,2008,BNP,Zakaria Taher,121887,45.54,no
Bogra-1,2008,BNP,Md. Shokrana,121965,48.85,no
Habiganj-2,2008,AL,Abdul Majid Khan,122025,60,yes
Faridpur-3,2008,AL,Khandaker Mosharraf Hossain,122047,52.79,yes
Narsingdi-1,2008,AL,Muhammad Nazrul Islam,122105,51.94,yes
Jessore-6,2008,BNP,Md. Abul Hossain Azad,122267,42.2,no
Habiganj-4,2014,AL,Mahbub Ali,122433,87.11,
Jessore-3,2008,BNP,Tariqul Islam,122549,41.96,no
Pabna-1,2008,Jamaat,Matiur Rahman Nizami,122944,45.6,no
Dhaka-4,2001,AL,Habibur Rahman Mollah,123002,42.27,no
Brahmanbaria-3,2001,AL,Humayun Kabir,123158,43.91,no
Kishoreganj-5,2008,AL,Afzal Hossain,123474,64.83,yes
Lakshmipur-2,2001,BNP,Begum Khaleda Zia,123526,72.23,yes
Dhaka-7,2001,BNP,Sadeque Hossain Khoka,123686,54.44,yes
Chandpur-2,2008,AL,Mohammad Rafiqul Islam,123785,55.51,yes
Natore-1,2008,JaPa,Abu Talha,123835,53.38,yes
Sylhet-1,2018,BNP,Khandeker Abdul Moqtadir,123851,29.17,
Sunamganj-4,2008,JaPa,Momtaj Iqbal,123883,62.73,yes
Kurigram-2,2001,IJOF,Md. Tajul Islam Choudhury,123886,49.9,yes
Dhaka-17,2008,JaPa,Hussain Muhammad Ershad,123936,66.9,yes
Dhaka-3,1996,BNP,Amanullah Aman,124096,59.91,yes
Satkhira-2,2001,Jamaat,Abdul Khaleque Mondal,124206,59.97,yes
Dinajpur-1,2014,AL,Manoranjon Shill Gopal,124314,83.27,
Comilla-3,2008,BNP,Kazi Shah Mofazzal Hossain Kaikobad,124386,52.3,yes
Rajshahi-5,2008,AL,Abdul Wadud Dara,124398,53.12,yes
Dhaka-2,2008,BNP,Md. Matiur Rahman,124600,39.41,no
Rangpur-5,2008,AL,H. N. Ashequr Rahman,124684,43.94,yes
Panchagarh-1,2024,AL,Naimuzzaman Bhuiyan,124742,64.77,
Habiganj-4,2008,BNP,SM Faisal,124788,43.91,no
Chittagong-2,2014,Bangladesh Tarikat Federation,Syed Nazibul Bashar Maizvandary,125351,90.5,
Narail-2,2008,AL,SK Abu Bakr,125458,59.84,yes
Shariatpur-3,2001,AL,Abdur Razzaq,125550,56.32,yes
Mymensingh-6,2008,AL,Moslem Uddin,125629,59.72,yes
Gazipur-5,2008,AL,Meher Afroz Chumki,125903,61.52,yes
Comilla-6,2008,AL,A. K. M. Bahauddin Bahar,126136,54.6,yes
Sirajganj-2,2008,AL,Jannat Ara Henry,126311,47.16,no
Manikganj-2,2008,BNP,Afroja Khan Rita,126423,45.83,no
Jamalpur-4,2008,AL,Murad Hasan,126433,59.38,yes
Cox's Bazar-3,2008,BNP,Lutfur Rahman Kajal,126478,45.64,yes
Dinajpur-5,2008,BNP,A. Z. M. Rezwanul Haque,126529,43.34,no
Jessore-4,2001,BJP,M. M. Amin Uddin,126540,52.72,yes
Kushtia-3,2008,BNP,Sohrab Uddin,126554,47.22,no
Rajshahi-6,2008,AL,Shariar Alam,126807,55.89,yes
Faridpur-1,2001,AL,Kazi Sirajul Islam,126858,50.87,yes
Dhaka-9,2001,BNP,Khandokar Mahbub Uddin Ahmad,126985,57.29,yes
Bogra-1,2008,AL,Abdul Mannan,127000,50.87,yes
Jhenaidah-3,2001,BNP,Shahidul Islam Master,127023,57.76,yes
Narayanganj-5,2008,BNP,Abul Kalam,127149,41.58,no
Mymensingh-9,2008,AL,Abdus Salam,127309,68.01,yes
Gaibandha-3,2014,AL,Eunus Ali Sarkar,127563,86.33,
Sirajganj-3,2001,BNP,Abdul Mannan Talukder,127780,56.06,yes
Chittagong-9,2008,BNP,Abdullah Al Noman,127815,45.26,no
Khulna-6,2001,Jamaat,Shah Md. Ruhul Quddus,127874,56.89,yes
Natore-3,2008,AL,Zunaid Ahmed Palak,127987,61.06,yes
Chittagong-12,2014,AL,Shamsul Haque Chowdhury,128214,92.63,
Sirajganj-2,2008,BNP,Rumana Mahmood,128432,47.95,yes
Sunamganj-1,2001,BNP,Nozir Hossain,128448,56.94,yes
Pirojpur-2,2008,AL,Shah Alam,128544,65.43,yes
Bogra-4,2018,BNP,Md Mosharraf Hossain,128585,,
Comilla-2,2001,BNP,Khandokar Mosharraf Hossain,128680,60.78,yes
Dhaka-11,1996,AL,Kamal Ahmed Majumder,128766,47.6,yes
Chittagong-8,2001,AL,Md. Afsarul Amin,129198,40.36,no
Chittagong-2,2008,BNP,Salahuddin Quader Chowdhury,129333,58.08,yes
Rajshahi-1,2008,BNP,Enamul Haque,129450,46.8,no
Madaripur-3,2008,AL,Syed Abul Hossain,129638,68.9,yes
Lakshmipur-2,2008,BNP,Abul Khair Bhuiyan,129995,58.34,yes
Manikganj-3,2008,AL,Zahid Maleque,130111,57.87,yes
Tangail-7,2008,AL,Md. Akabbar Hossain,130154,58.42,yes
Munshiganj-2,2014,AL,Sagufta Yasmin,130263,93.78,
Dhaka-11,2008,AL,Asaduzzaman Khan,130424,61.95,yes
Joypurhat-1,2008,AL,Khaza Samsul Alam,130529,43.79,no
Rangpur-3,2001,IJOF,Golam Mohammad Kader,130562,62.51,yes
Rajshahi-1,2001,BNP,Aminul Haque,130631,59.07,yes
Jamalpur-5,1996,AL,Rezaul Karim Hira,130806,60.45,yes
Moulvibazar-2,2008,JaPa,Nawab Ali Abbas Khan,130941,61.57,yes
Naogaon-6,2008,AL,Israfil Alam,130985,60.09,yes
Khulna-6,2008,AL,Sohorab Ali Sana,131121,52.27,yes
Pabna-3,2001,BNP,K. M. Anwarul Islam,131294,51.93,yes
Barguna-1,2008,AL,Direndro Debnath Shambhu[13],131368,50.24,yes
Bogra-4,2008,BNP,Z. I. M. Mostofa Ali,131414,56.74,yes
Kushtia-4,2008,AL,Sultana Tarun,131620,52,yes
Chittagong-9,2001,BNP,Abdullah Al Noman,131639,52.79,yes
Noakhali-4,2008,AL,Ekramul Karim Chowdhury,131706,46.03,yes
Moulvibazar-4,2008,AL,Md. Abdus Shahid,131740,61.43,yes
Dhaka-16,2008,AL,Elias Uddin Mollah,131816,58.97,yes
Chittagong-4,2008,JaPa,Anisul Islam Mahmud,132168,53.59,yes
Dhaka-5,1996,AL,AKM Rahmat Ullah,132443,47.48,yes
Panchagarh-1,2018,BNP,Nawshad Zamir,132539,41.34,
Netrokona-3,2008,AL,Monjur Kader Kuraishi,132557,59.91,yes
Dinajpur-6,2008,Jamaat,Anwarul Islam,132752,38.8,no
Netrokona-1,2008,AL,Mustaque Ahmed Ruhi,132977,60.54,yes
Jessore-2,2008,Jamaat,Abu Sayeed Md. Shahadat Hussain,133244,45.68,no
Satkhira-2,2008,JaPa,M. A. Jabbar,133422,53.09,yes
Dhaka-20,2008,AL,Benzir Ahmed,133437,58.75,yes
Chittagong-7,2008,BNP,Ershad Ullah,133466,45.82,no
Dinajpur-6,2008,AL,Azizul Haque Choudhury,133610,39.06,yes
Chapai Nawabganj-3,2018,BNP,Harunur Rashid,133661,,
Satkhira-3,2008,Jamaat,AM Riasat Ali Biswas,133802,47.81,no
Sylhet-1,2001,BNP,Saifur Rahman,133827,53.46,yes
Tangail-6,2008,Independent,Khondokar Abdul Baten,134297,49.04,yes
Bogra-2,2008,BNP,A. K. M Hafijur Rahman,134359,59.9,yes
Sunamganj-3,2008,AL,M. A. Mannan,134559,69.81,yes
Cox's Bazar-1,2001,BNP,Salah Uddin Ahmad,134602,63.36,yes
Tangail-8,2008,AL,Shawkat Momen Shahjahan,134626,55.97,yes
Sherpur-2,2014,AL,Matia Chowdhury,134810,78.93,
Bhola-4,2008,AL,Abdullah Al Islam Jacob,134831,58.22,yes
Chandpur-3,2008,AL,Dipu Moni,134836,52.25,yes
Barisal-2,2014,AL,Talukder Yunus,134878,93.77,
Thakurgaon-1,2001,BNP,Mirza Fakhrul Islam Alamgir,134910,53.75,yes
Feni-3,2008,BNP,Md. Mosharraf Hossain,134939,57.12,yes
Kushtia-3,2008,AL,Khandaker Rashiduzzaman Dudu,135125,50.42,yes
Naogaon-3,2001,BNP,Akhtar Hameed Siddiqui,135250,54.1,yes
Mymensingh-7,2008,AL,Reza Ali,135379,68.46,yes
Natore-2,2008,AL,Ahad Ali Sarker,135432,54.22,yes
Magura-1,2008,AL,Muhammad Serajul Akbar,135596,53.98,yes
Nilphamari-2,2008,AL,Asaduzzaman Noor,135626,61.61,yes
Pabna-1,2001,Jamaat,Matiur Rahman Nizami,135982,57.68,yes
Sherpur-1,2008,AL,Atiur Rahman Atik,136127,54.95,yes
Chittagong-3,2008,AL,ABM Abul Kashem,136298,54.36,yes
Naogaon-5,2008,AL,Abdul Jalil,136643,60.01,yes
Bogra-6,1996,BNP,Khaleda Zia,136669,58.89,yes
Chuadanga-1,2008,BNP,Shahidul Islam Biswas,136889,41.83,no
Chittagong-9,2008,AL,Md. Afsarul Ameen,137106,48.56,yes
Narayanganj-4,2001,BNP,Muhammad Gias Uddin,137323,53.62,yes
Mymensingh-11,2008,AL,Mohammad Amanullah,137375,68,yes
Narail-2,2002,BNP,Shahidul Islam,137695,96.61,yes
Jessore-2,2001,Jamaat,Abu Syed Md. Shahadat Hussain,137717,52.25,yes
Comilla-10,2008,AL,Mustafa Kamal,138089,59.69,yes
Dinajpur-2,2008,AL,Khalid Mahmud Chowdhury,138152,60.45,yes
Sylhet-6,2008,AL,Nurul Islam Nahid,138353,57,yes
Sirajganj-2,2001,BNP,Iqbal Hasan Mahmud Tuku,138640,55.06,yes
Tangail-4,2008,AL,Abdul Latif Siddiqui,138646,60.95,yes
Narayanganj-4,2008,BNP,Shah Alam,138686,47.71,no
Kushtia-3,2001,BNP,Sohrab Uddin,138747,61.05,yes
Madaripur-2,2001,AL,Shajahan Khan,139096,73.91,yes
Gazipur-2,2008,BNP,Hasan Uddin Sarkar,139278,33.83,no
Chapai Nawabganj-1,2008,AL,Muhammad Enamul Huq,139308,45.54,yes
Dhaka-12,2001,BNP,Dewan Md. Salauddin,139788,57.09,yes
Brahmanbaria-5,2014,AL,Md. Lemon Mridha,140057,92.76,
Sylhet-1,2008,BNP,Saifur Rahman,140367,43.61,no
Chittagong-8,2008,AL,Nurul Islam,140411,55.63,yes
Tangail-3,2008,AL,Mohammad Matiur Rahman,140642,61.8,yes
Kurigram-2,2009,AL,Zafar Ali,140748,65.86,
Tangail-2,2014,AL,Khandaker Asaduzzaman,140759,94.61,
Dinajpur-3,2008,AL,Iqbalur Rahim,140934,56.48,yes
Narayanganj-4,2008,AL,Kabori Sarwar,141075,48.53,yes
Satkhira-1,2008,BNP,Habibul Islam Habib,141164,45.36,no
Comilla-8,2008,AL,Nasimul Alam Chowdhury,141428,52.84,yes
Rajbari-1,2008,AL,Kazi Keramat Ali,141561,59.91,yes
Pabna-5,2008,Jamaat,Abdus Sobhan,141663,46.44,no
Chittagong-10,2008,BNP,Amir Khosru Mahmud Chowdhury,141946,44.53,no
Mymensingh-10,2008,AL,Gias Uddin Ahmed,142126,65.71,yes
Lalmonirhat-1,2008,AL,Motahar Hossain,142340,64.78,yes
Narsingdi-5,2008,AL,Rajiuddin Ahmed Raju,142416,64,yes
Rajshahi-3,2008,AL,Meraj Uddin Mollah,142487,52.94,yes
Panchagarh-2,2008,AL,Nurul Islam Sujan,142488,60.42,yes
Satkhira-3,2008,AL,AFM Ruhal Haque,142709,50.99,yes
Pabna-5,2001,Jamaat,Abdus Sobhan,142884,56.78,yes
Bagerhat-1,2008,AL,Sheikh Hasina,142979,68.31,yes
Mymensingh-1,2008,AL,Promode Mankin,142981,60.12,yes
Dinajpur-1,2008,AL,Manoranjon Shill Gopal,143097,56.61,yes
Comilla-5,2008,AL,Abdul Matin Khasru,143208,63.66,yes
Chuadanga-2,2008,Jamaat,Maulana Habibur Rahman,143418,47.03,no
Chandpur-5,2008,AL,Rafiqul Islam,143497,56.13,yes
Brahmanbaria-2,2008,JaPa,Ziaul Haque Mrida,143672,59.58,yes
Bandarban,2018,AL,Bir Bahadur Ushwe Sing,143966,70.68,yes
Munshiganj-1,2008,AL,Sukumar Ranjan Ghosh,144159,50.04,yes
Faridpur-4,2018,Independent,Mujibur Rahman Chowdhury,144179,57.49,
Sylhet-4,2008,AL,Imran Ahmad,144198,59.1,yes
Kishoreganj-6,2008,AL,Zillur Rahman,144587,61.68,yes
Khulna-5,2008,AL,Narayan Chandra Chanda,144600,56.69,yes
Tangail-2,2008,AL,Khandaker Asaduzzaman,144710,57.6,yes
Moulvibazar-3,2008,AL,Syed Mohsin Ali,144921,55.29,yes
Jhenaidah-2,2001,BNP,Mashiur Rahman,144951,54.45,yes
Pabna-1,2008,AL,Shamsul Hoque Tuku,145012,53.78,yes
Kushtia-1,2008,AL,Afaz Uddin Ahmed,145063,58.18,yes
Chuadanga-1,2014,AL,Solaiman Haque Joarder,145134,87.83,
Gaibandha-4,2008,AL,Monowar Hossain Chowdhury,145201,52.07,yes
Gopalganj-1,2001,AL,Faruk Khan,145391,78.51,yes
Nilphamari-3,2008,JaPa,Kazi Faruque Kader,145688,68.05,yes
Satkhira-1,2001,BNP,Habibul Islam Habib,145930,53.56,yes
Narsingdi-4,2008,AL,Nurul Majid Mahmud Humayun,145989,62.03,yes
Dhaka-7,2008,AL,Mostofa Jalal Mohiuddin,146347,65.41,yes
Chuadanga-2,2001,BNP,Md. Mozammel Haque,146548,56.96,yes
Jhenaidah-2,2008,BNP,Mashiur Rahaman,146736,47.05,no
Rajshahi-1,2008,AL,Omar Faruk Chowdhury,146786,53.07,yes
Tangail-5,2008,JaPa,Abul Quasem,147152,56.18,yes
Manikganj-1,2008,AL,ABM Anowarul Haque,147322,54.57,yes
Pabna-4,2008,AL,Shamsur Rahman Sherif,147334,58.02,yes
Bogra-7,2001,BNP,Khaleda Zia,147522,78.95,yes
Jessore-3,2001,BNP,Tariqul Islam,147825,50.37,yes
Habiganj-3,2008,AL,Md. Abu Zahir,147827,70.37,yes
Chittagong-16,2014,AL,Mustafizur Rahman Chowdhury,147855,95.57,
Manikganj-2,2008,JaPa,S. M. Abdul Mannan,148276,53.75,yes
Rangpur-6,2014,AL,Sheikh Hasina,148599,96.77,
Naogaon-2,2008,AL,Shahiduzzaman Sarker,149480,60.04,yes
Brahmanbaria-3,2001,BNP,Haroon Al Rashid,150074,53.5,yes
Jamalpur-5,2001,AL,Rezaul Karim Hira,150240,55.67,yes
Chittagong-7,2008,JSD (Rab),Moin Uddin Khan Badal,150648,51.72,yes
Satkhira-4,2008,JaPa,HM Golam Reza,151147,55.95,yes
Dhaka-4,2001,BNP,Salah Uddin Ahmed,151368,52.02,yes
Chuadanga-1,2001,BNP,Shahidul Islam Biswas,151763,55.49,yes
Habiganj-1,2008,AL,Dewan Farid Gazi,152080,64.02,yes
Dhaka-5,2008,AL,Habibur Rahman Mollah,153144,53.95,yes
Chittagong-4,2014,AL,Didarul Alam[note 1],153391,95.11,
Patuakhali-3,2014,AL,AKM Jahangir Hossain,153840,97.72,
Gopalganj-3,2001,AL,Sheikh Hasina,154130,94.74,yes
Jessore-2,2008,AL,Mostafa Faruk Mohammad,154875,53.1,yes
Sunamganj-1,2008,AL,Moazzem Hossain Ratan,155252,58.27,yes
Bogra-5,2008,BNP,Jane Alam Khoka,155325,47.25,no
Dhaka-1,2008,AL,Abdul Mannan Khan,155864,54.9,yes
Habiganj-4,2008,AL,Enamul Haque Mostafa Shahid,155896,54.86,yes
Chuadanga-2,2008,AL,Md. Ali Azgar,156323,51.26,yes
Dhaka-6,2001,BNP,Mirza Abbas,156358,55.38,yes
Cox's Bazar-1,2008,BNP,Hasina Ahmed,156512,56.2,yes
Panchagarh-1,2008,AL,Mazharul Haque Prodhan,156550,58.67,yes
Bhola-2,2014,AL,Ali Azam,156697,94.82,
Naogaon-5,2018,AL,Nizam Uddin Jalil John,156965,,
Sherpur-2,2008,AL,Matia Chowdhury,156973,67.05,yes
Faridpur-4,2008,AL,Nilufer Zafarullah,157491,66.18,yes
Noakhali-2,2001,BNP,MA Hashem,158737,62.15,yes
Bogra-5,2001,BNP,Golam Mohammad Siraj,158842,55.49,yes
Gopalganj-3,2008,AL,Sheikh Hasina,158958,97.14,yes
Gazipur-2,2001,AL,Ahsanullah Master,159125,42.67,yes
Joypurhat-1,2001,BNP,Abdul Alim,159830,63.8,yes
Gaibandha-1,2008,JaPa,Abdul Kader Khan,160008,68.41,yes
Brahmanbaria-3,2008,AL,Lutful Hai Sachchu,160052,63.92,yes
Thakurgaon-3,2008,JaPa,Hafiz Uddin Ahmed,160107,74.03,yes
Natore-4,2008,AL,Abdul Quddus,160549,57.37,yes
Dhaka-18,2014,AL,Sahara Khatun,160820,96.16,
Jhenaidah-2,2008,AL,Md. Shafiqul Islam,161062,51.65,yes
Pabna-5,2008,AL,Golam Faruk Khandakar Prince,161413,52.92,yes
Lalmonirhat-2,2008,JaPa,Mojibur Rahman,161677,69.4,yes
Chittagong-3,2018,AL,Mahfuzur Rahaman,162356,96.9,
Comilla-9,2014,AL,Tazul Islam,163195,93.05,
Chapai Nawabganj-1,2018,BNP,Shahjahan Miah,163650,,
Dhaka-11,2001,AL,Kamal Ahmed Majumder,163660,43.65,no
Netrokona-2,2008,AL,Ashraf Ali Khan Khoshru,164076,66.37,yes
Mymensingh-6,2014,AL,Moslem Uddin,164213,95.19,
Dinajpur-5,2008,AL,Mostafizur Rahman Fizar,164419,56.32,yes
Sunamganj-5,2014,AL,Muhibur Rahman Manik,164494,98.05,
Chittagong-10,2008,AL,M. Abdul Latif,164591,51.63,yes
Dhaka-17,2018,AL,Akbar Hossain Pathan Farooque,164610,79.76,
Sirajganj-3,2008,AL,Ishaque Hossain Talukder,164752,59.48,yes
Joypurhat-1,2008,BNP,Mozahar Ali Prodhan,164820,55.29,yes
Netrokona-3,2014,AL,Iftiquar Uddin Talukder Pintu,164980,93.51,
Dhaka-10,2008,AL,AKM Rahmatullah,165549,63.3,yes
Sunamganj-5,2008,AL,Mohibur Rahman Manik,165697,65.34,yes
Kushtia-2,2008,JSD (Rab),Hasanul Haq Inu,165952,57.3,yes
Jessore-3,2008,AL,Mohammad Khaledur Rahman Tito,166192,56.9,yes
Rangpur-2,2008,JaPa,Anisul Islam Mondal,166271,75.62,yes
Dhaka-5,2001,AL,AKM Rahmat Ullah,166832,42.63,no
Jessore-6,2008,AL,S. K. Abdul Wahab,166994,57.63,yes
Satkhira-1,2008,AL,SM Mujibur Rahman,168298,54.07,yes
Rangpur-1,2008,JaPa,Hossain Mokbul Shahriar,168989,81,yes
Dhaka-3,2001,BNP,Amanullah Aman,169980,64.15,yes
Mymensingh-1,2016,AL,Jewel Areng[note 1],170234,91.57,
Rangpur-6,2008,AL,Sheikh Hasina,170542,79.98,yes
Dhaka-19,2008,BNP,Dewan Md. Salauddin,170719,37.39,no
Tangail-1,2008,AL,Mohammad Abdur Razzaque,171022,65.7,yes
Bogra-5,2008,AL,Habibur Rahman Habib,171177,52.07,yes
Bhola-3,2014,AL,Nurunnabi Chowdhury,171658,94.98,
Jamalpur-3,2008,AL,Mirza Azam,171926,63.1,yes
Kishoreganj-1,2008,AL,Sayed Ashraful Islam,172065,62.2,yes
Mymensingh-4,2008,AL,Motiur Rahman,172239,65.32,yes
Mymensingh-2,2008,AL,Hayatur Rahman Khan,172533,63.85,yes
Panchagarh-1,2018,AL,Mazharul Haque Prodhan,173888,54.24,
Narayanganj-5,2008,JaPa,Nasim Osman,174651,57.11,yes
Dhaka-15,2018,AL,Kamal Ahmed Majumder,175165,81.49,
Faridpur-1,2008,AL,Abdur Rahman,175387,61.82,yes
Barisal-4,2014,AL,Pankaj Nath,175413,94.15,
Rajshahi-2,2001,BNP,Mizanur Rahman Minu,176405,59.57,yes
Naogaon-3,2008,AL,Akram Hossain Chowdhury,176562,60.01,yes
Thakurgaon-1,2008,AL,Ramesh Chandra Sen,177101,58.15,yes
Mymensingh-3,2008,AL,Mozibur Rahman Fakir,177280,67.95,yes
Sirajganj-1,2008,AL,Tanvir S. Joy,177732,80.66,yes
Nilphamari-2,2018,AL,Asaduzzaman Noor,178030,67.92,
Sylhet-1,2008,AL,Abul Maal Abdul Muhith,178636,55.5,yes
Pabna-3,2008,AL,Mokbul Hossain,178975,60.42,yes
Chittagong-13,2014,AL,Saifuzzaman Chowdhury,178985,96.04,
Gaibandha-3,2008,JaPa,TIM Fazle Rabbi Chowdhury,179095,63.16,yes
Habiganj-2,2018,AL,Abdul Majid Khan,179480,74.41,
Nilphamari-1,2008,JaPa,Jafar Iqbal Siddiki,179657,69.47,yes
Dhaka-9,2008,AL,Saber Hossain Chowdhury,179756,64.93,yes
Lalmonirhat-1,2014,AL,Motahar Hossain,179814,93.78,
Madaripur-2,2008,AL,Shajahan Khan,179883,83.29,yes
Chapai Nawabganj-1,2018,AL,Shamil Uddin Ahmed Shimul,180078,,
Dhaka-2,2008,AL,Qamrul Islam,180172,56.99,yes
Chittagong-8,2001,BNP,Amir Khasru Mahmud Chowdhury,181584,56.73,yes
Gopalganj-1,2008,AL,Faruk Khan,183234,91.6,yes
Barisal-5,2014,AL,Jebunnesa Afroz,183629,96.13,
Chuadanga-1,2008,AL,Solaiman Haque Joarder,184793,56.46,yes
Mymensingh-10,2014,AL,Fahmi Gulandaz Babel,185078,97.79,
Gopalganj-2,2001,AL,Sheikh Fazlul Karim,185821,94.05,yes
Gopalganj-2,2008,AL,Sheikh Fazlul Karim,186574,96.06,yes
Gopalganj-3,2014,AL,Sheikh Hasina,187185,98.72,
Kurigram-3,2008,JaPa,AKM Maidul Islam,187528,75.11,yes
Rajshahi-4,2018,AL,Enamul Haque,190412,91.86,
Tangail-4,2017,AL,Hasan Imam Khan,193547,97.76,
Bogra-6,2008,BNP,Khaleda Zia,193792,71.59,yes
Dhaka-11,2001,BNP,S. A. Khaleque,193945,51.73,yes
