seat,year,party,name,votes,votes_pc,winner
Naogaon-6,2008,BNP,Anwar Hossain Bulu,86990,39.91,no
Chandpur-2,2008,BNP,Md. Nurul Huda,87061,39.04,no
Kurigram-1,2001,BNP,Saifur Rahman Rana,87157,34.42,no
Dhaka-7,1996,BNP,Sadek Hossain,87255,45.03,yes
Comilla-5,2001,AL,Abdul Matin Khasru,87276,45.73,no
Nilphamari-4,2008,AL,A. A. Maruf Saklain,87319,38.96,yes
Dinajpur-4,2001,AL,Mizanur Rahman Manu,87351,42.17,no
Munshiganj-2,2008,BNP,Mizanur Rahman Sinha,87358,44.56,no
Rangpur-5,1996,JaPa,Hussain Muhammad Ershad,87387,51.53,yes
Noakhali-2,2008,BNP,Zainul Abdin Farroque,87463,55.89,yes
Comilla-6,2001,BNP,Redwan Ahmed,87483,68.49,yes
Gazipur-2,2001,Independent,M. A. Mannan,87691,23.51,no
Kushtia-2,2001,AL,Mahbubul Alam Hanif,87734,34.72,no
Tangail-7,2001,BNP,Abul Kalam Azad Siddiqui,87857,46.79,no
Comilla-11,2001,BNP,Abdul Gafur Bhuiyan,87898,64.65,yes
Cox's Bazar-2,2008,Jamaat,A. H. M. Hamidur Rahman Azad,87899,45.46,yes
Barisal-2,2008,BNP,Sardar Sarfuddin Ahmed,87976,45.12,no
Bogra-5,1996,AL,Ferdous Zaman Mukul,88059,38.47,no
Natore-3,2001,BNP,Kazi Golam Morshed,88071,51.51,yes
Jamalpur-5,2008,BNP,Sirajul Haq,88118,30.42,no
Rajshahi-5,2001,BNP,Kabir Hossain,88173,45.37,yes
Tangail-1,2008,BNP,Fakir Mahbub Anam,88461,33.99,no
Barisal-4,2008,AL,Maidul Islam,88483,44.18,no
Netrokona-4,2001,BNP,Lutfozzaman Babar,88651,50.47,yes
Dinajpur-1,2001,Jamaat,Abdullah Al Kafi,88669,44.92,yes
Dhaka-8,2001,AL,Haji Mohammad Salim,88697,47.64,no
Jessore-1,2008,Jamaat,Azizur Rahman,88700,48.36,no
Tangail-3,2001,AL,Shamsur Rahman Khan Shahjahan,88725,45.97,no
Chandpur-4,2008,BNP,Harunur Rashid,88905,50.98,yes
Tangail-7,2008,BNP,Abul Kalam Azad Siddiqui,88916,39.91,no
Dinajpur-6,2001,AL,Md. Mostafizur Rahman Fizu,88943,31.98,no
Bogra-2,2008,JaPa,Shariful Islam Jinnah,88977,39.67,no
Sunamganj-1,2014,AL,Moazzem Hossain Ratan,88981,73.2,
Rajshahi-2,2008,BNP,Mizanur Rahman Minu,89050,43.07,no
Kurigram-1,2001,IJOF,A.K.M. Mostafizur Rahman,89073,35.18,yes
Netrokona-2,2014,AL,Arif Khan Joy,89128,76.99,
Barisal-6,2008,JaPa,ABM Ruhul Amin Howlader,89237,58.91,yes
Khulna-2,2008,AL,Muhammad Mizanur Rahman,89280,49.1,no
Khulna-6,2001,AL,Sheikh Md. Nurul Haque,89312,39.73,no
Dhaka-3,2001,AL,Nasrul Hamid,89375,33.73,no
Naogaon-2,2001,AL,Shahiduzzaman Sarkar,89377,43.43,no
Jamalpur-4,2001,BNP,Anwarul Kabir Talukdar,89414,55.37,yes
Dinajpur-2,2008,BNP,Muhammad Mahbubur Rahman,89419,39.12,no
Thakurgaon-3,2001,IJOF,Hafiz Uddin Ahmed,89468,50.13,yes
Comilla-7,2001,BNP,AKM Abu Taher,89623,58.61,yes
Mymensingh-2,2001,AL,Md. Shamsul Haque,89631,39.68,no
Cox's Bazar-4,2001,BNP,Shahjahan Chowdhury,89747,64.81,yes
Narayanganj-2,2001,BNP,Ataur Rahman Khan Angur,89757,57.44,yes
Jessore-5,2001,AL,Khan Tipu Sultan,89781,42.48,no
Chuadanga-1,1996,BNP,Shamsuzzaman Dudu,89786,41.63,yes
Dhaka-8,2001,BNP,Nasiruddin Ahmed Pintu,89789,48.23,yes
Dhaka-10,2008,BNP,M. A. Quayum,89800,34.34,no
Comilla-10,2008,BNP,Mobasher Alam Bhuiyan,89821,38.82,no
Kishoreganj-6,2008,BNP,Shariful Alam,89837,38.32,no
Tangail-4,2001,BNP,Shajahan Siraj,89916,47.46,yes
Tangail-7,2001,AL,Md. Akabbar Hossain,89931,47.9,yes
Natore-1,2001,AL,Momtaz Uddin,89948,46.21,no
Netrokona-1,2001,AL,Jalal Uddin Talukder,90031,45.69,no
Comilla-1,2014,AL,Mohammad Shubid Ali Bhuiyan[note 1],90077,80.97,
Jhalokati-1,2014,AL,Bazlul Haque Haroon,90127,94.67,
Manikganj-2,2001,BNP,Harunur Rashid Khan Monno,90160,81.53,yes
Barguna-2,2008,AL,Golam Sabur Tulu,90161,52.02,yes
Chittagong-10,2001,AL,S.M. Abul Kalam,90380,42.55,no
Mymensingh-5,2001,BNP,A. K. M. Mosharraf Hossain,90501,53.09,yes
Sunamganj-4,2024,AL,Mohammad Sadique,90552,,
Naogaon-5,2008,BNP,Abdul Latif Khan,90662,39.81,no
Joypurhat-1,1996,BNP,Abdul Alim,90713,43.11,yes
Rangpur-6,2001,IJOF,Nur Mohammad Mondal,90730,51.88,yes
Patuakhali-4,2008,AL,Mahbubur Rahman,90775,54.75,yes
Khulna-2,2008,BNP,Nazrul Islam Manju,90950,50.02,yes
Gaibandha-3,2001,IJOF,TIM Fazle Rabbi Chowdhury,91109,37.8,yes
Mymensingh-1,2008,BNP,Afzal H. Khan,91345,38.41,no
Mymensingh-11,2014,AL,Mohammed Amanullah,91362,89.35,
Pabna-3,1991,BNP,Saiful Azam,91540,54.51,yes
Panchagarh-2,2008,BNP,Mozahar Hossain,91700,38.88,no
Moulvibazar-4,1996,AL,Md. Abdus Shahid,91811,51.03,yes
Khulna-2,2001,BNP,Khaleda Zia,91819,57.78,yes
Chittagong-15,2008,AL,Sultanul Kabir Chowdhary,91870,47.52,no
Jessore-2,2014,AL,Mohammad Monirul Islam,91912,64.67,
Rangpur-2,2001,IJOF,Mohammad Ali Sarkar,91921,48.64,yes
Netrokona-4,2008,Independent,Lutfozzaman Babar,91994,45.13,no
Jhalokati-2,2001,BNP,Israt Sultana Elen Bhutto,92116,58.55,yes
Satkhira-1,2014,Workers Party,Mustafa Lutfullah,92200,79.61,
Manikganj-3,2008,BNP,Harunur Rashid Khan Monno,92216,41.02,no
Dhaka-9,2008,BNP,Shirin Sultana,92227,33.31,no
Chittagong-2,2008,AL,ATM Pearul Islam,92266,41.43,no
Jhenaidah-1,2001,BNP,Abdul Wahab,92306,49.59,no
Comilla-4,2001,BNP,Manjurul Ahsan Munshi,92329,59.3,yes
Rajshahi-1,2024,Independent,Golam Rabbani,92419,,
Kishoreganj-4,2008,BNP,Fazlur Rahman,92440,44.32,no
Madaripur-2,1996,AL,Shajahan Khan,92492,63.49,yes
Bogra-1,1996,BNP,Habibur Rahman,92543,63.22,yes
Narsingdi-4,2001,AL,Nuruddin Khan,92564,45,no
Kurigram-1,2008,BNP,Saifur Rahman Rana,92583,28.83,no
Jhenaidah-1,2001,AL,Abdul Hyee,92652,49.77,yes
Sirajganj-5,2014,AL,Abdul Majid Mandal,92737,93.43,
Chandpur-4,2001,BNP,SA Sultan,92829,56.98,yes
Bogra-7,2008,JaPa,Altaf Ali,92833,28.39,no
Barisal-4,2008,BNP,Md. Mazbauddin Farhad,92856,46.36,yes
Naogaon-4,2008,BNP,Shamsul Alam Pramanik,92899,42.34,no
Gopalganj-2,1991,AL,Sheikh Fazlul Karim,93015,75.79,yes
Habiganj-4,2001,BNP,SM Faisal,93031,39.17,no
Narail-2,2001,BNP,Shahidul Islam,93081,48.2,no
Chapai Nawabganj-1,1996,BNP,Shahjahan Miah,93119,46.39,yes
Dhaka-20,2008,BNP,Ziaur Rahman Khan,93177,41.02,no
Magura-1,2015,AL,ATM Abdul Wahab,93181,86.61,
Gaibandha-5,2001,IJOF,Rowshan Ershad,93432,51.71,yes
Dinajpur-5,2014,AL,Mostafizur Rahman Fizar,93576,96.67,
Jamalpur-1,2001,BNP,M. Rashiduzzaman Millat,93616,46.28,yes
Feni-3,2008,AL,Abul Bashar,93630,39.63,no
Rangpur-4,2001,IJOF,Karim Uddin Bharsha,93631,38.19,yes
Rajshahi-3,2008,BNP,Kabir Hossain,93649,34.79,no
Narsingdi-3,2008,AL,Zahirul Haque Bhuiyan Mohan,93746,52.11,yes
Faridpur-1,1996,AL,Kazi Sirajul Islam,93864,47.71,yes
Bhola-3,2010,AL,Nurunnabi Chowdhury,93873,68.76,
Kishoreganj-5,2001,AL,Mohammad Abdul Hamid,93915,51.42,yes
Netrokona-3,2001,AL,Jubed Ali,93966,46.41,no
Brahmanbaria-6,2008,AL,AB Tajul Islam,94016,61.04,yes
Narsingdi-3,2018,AL,Zahirul Haque Bhuiyan Mohon,94035,59.31,
Mymensingh-2,2008,BNP,Shah Shahid Sarwar,94090,34.82,no
Comilla-2,2008,BNP,M. K. Anwar,94105,53.72,yes
Gaibandha-5,2008,JaPa,Rowshan Ershad,94143,42.66,no
Bhola-4,2001,BNP,Nazim Uddin Alam,94226,60.03,yes
Faridpur-4,2018,AL,Kazi Zafarullah,94234,37.57,
Naogaon-5,2001,BNP,Shamsuddin Ahmed,94235,48.89,no
Brahmanbaria-2,2008,Islami Oikya Jote,Fazlul Haque Amini,94273,39.1,no
Feni-3,2001,BNP,Md. Mosharraf Hossain,94321,68.37,yes
Munshiganj-1,2001,BNP,A. Q. M. Badruddoza Chowdhury,94412,58.11,yes
Tangail-3,2001,BNP,Lutfor Rahman Khan Azad,94420,48.92,yes
Sunamganj-1,2008,BNP,Rafiq Chowdhury,94458,35.45,no
Chandpur-5,2001,AL,Rafiqul Islam,94531,44.51,no
Bogra-3,2001,BNP,Abdul Momen Talukder,94533,52.45,yes
Jessore-1,2008,AL,Sheikh Afil Uddin,94556,51.55,yes
Chittagong-1,2008,BNP,ADM Kamal Uddin Chowdhury,94665,47.07,no
Pirojpur-1,2008,Jamaat,Delwar Hossain Sayeedi,94714,45.47,no
Gazipur-2,1996,AL,Ahsanullah Master,94732,36.98,yes
Dhaka-10,2001,BNP,Abdul Mannan,94995,54.61,yes
Pabna-2,2008,BNP,AKM Salim Reza Habib,95000,44.87,no
Sylhet-1,2001,AL,Abul Mal Abdul Muhit,95089,37.99,no
Narail-2,2014,Workers Party,Hafizur Rahman,95117,80.99,
Bhola-1,2008,BJP,Andaleeve Rahman,95158,53.23,yes
Lakshmipur-3,2001,BNP,Shahiduddin Chowdhury Annie,95215,,yes
Netrokona-3,2003,BNP,Khadija Amin,95251,55.8,yes
Rajbari-1,2001,BNP,Ali Newaz Mahmud Khaiyam,95266,48.22,yes
Moulvibazar-3,2001,AL,Azizur Rahman,95319,87.3,no
Sunamganj-1,2001,AL,Suranjit Sen Gupta,95574,42.37,no
Sunamganj-2,2008,AL,Suranjit Sengupta,95593,55.1,yes
Dhaka-6,1996,BNP,Mirza Abbas,95673,41.36,no
Bhola-4,2008,BNP,Nazim Uddin Alam,95732,41.34,no
Patuakhali-1,2001,BNP,Altaf Hossain Chowdhury,95838,49.36,yes
Tangail-5,1996,AL,Abdul Mannan,95903,39.96,yes
Bhola-1,2001,BNP,Mosharraf Hossain Shahjahan,95904,62.06,yes
Bagerhat-2,2008,BNP,M. A. Salam,95954,46.92,no
Sunamganj-2,2017,AL,Joya Sengupta,95959,69.48,
Shariatpur-3,2001,BNP,Md. Shafiqur Rahman Kiron,95961,43.05,no
Jhenaidah-4,2001,BNP,Shahiduzzaman Beltu,95991,55.34,yes
Bhola-3,2008,AL,Jashim Uddin,96034,52.77,yes
Gaibandha-4,2001,BNP,Abdul Mottaleb Akanda,96108,40.98,yes
Bogra-6,1991,BNP,Mojibar Rahman,96234,54.67,yes
Sherpur-3,2014,AL,A. K. M. Fazlul Haque,96234,91.84,
Magura-2,2001,AL,Shafiquzzaman Bacchu,96314,45.48,no
Moulvibazar-4,2001,AL,Md. Abdus Shahid,96329,44.05,yes
Dinajpur-3,2014,AL,Iqbalur Rahim,96349,96.66,
Comilla-1,2008,BNP,Khandaker Mosharraf Hossain,96378,44.69,no
Naogaon-5,2001,AL,Abdul Jalil,96382,50.01,yes
Tangail-5,2001,BNP,Mahmudul Hasan,96544,32.21,yes
Rajshahi-2,2001,AL,A. H. M. Khairuzzaman Liton,96604,32.62,no
Chapai Nawabganj-1,2001,BNP,Shahjahan Miah,96740,38.85,yes
Comilla-5,2001,BNP,Mohammad Yunus,96828,50.74,yes
Thakurgaon-1,2001,AL,Ramesh Chandra Sen,96948,38.63,no
Bagerhat-3,2008,AL,Habibun Nahar,97015,58.22,yes
Narail-2,2001,AL,Sheikh Hasina,97195,50.33,yes
Dhaka-3,1991,BNP,Amanullah Aman,97299,57.3,yes
Jessore-4,2008,BNP,T. S. Ayub,97520,47.98,no
Magura-1,2001,AL,Muhammad Serajul Akbar,97542,46.33,yes
Khulna-4,2008,BNP,Sharif Shah Kamal,97547,45.21,no
Sylhet-3,2008,AL,Mahmud Us Samad Chowdhury,97593,53.48,yes
Gazipur-2,1991,BNP,M. A. Mannan,97597,54.36,yes
Sirajganj-3,2001,AL,Mohammed Nasim,97609,42.82,no
Pabna-2,2001,BNP,AKM Salim Reza Habib,97704,52.86,yes
Naogaon-2,2008,BNP,Shamsuzzoha Khan,97732,39.25,no
Tangail-3,2012,Independent,Amanur Rahman Khan Rana,97808,63.5,
Dhaka-4,2008,AL,Sanjida Khanam,97828,60.61,yes
Dhaka-8,2008,Workers Party,Rashed Khan Menon,97841,59.58,yes
Dhaka-12,2001,AL,Talukdar Mohammad Towhid Jung Murad,98062,40.05,no
Pabna-1,2001,AL,Abu Sayeed,98113,41.62,no
Habiganj-3,2014,AL,Md. Abu Zahir,98155,82.49,
Lalmonirhat-3,2008,JaPa,GM Quader,98217,56.14,yes
Dhaka-7,2001,AL,Mohammad Syed,98229,43.23,no
Barisal-1,2008,AL,Talukder Md. Younus,98245,57.19,yes
Faridpur-4,2014,Independent,Mujibur Rahman Chowdhury,98300,57.45,
Patuakhali-2,2008,AL,ASM Feroz,98303,54.79,yes
Tangail-1,2001,AL,Mohammad Abdur Razzaque,98413,50.18,yes
Thakurgaon-2,2008,Jamaat,Abdul Hakim,98456,48.66,no
Gaibandha-5,2008,AL,Fazle Rabbi Miah,98461,44.61,yes
Shariatpur-1,2001,Independent,K.M. Hemayet Ullah Auranga,98480,54.11,yes
Noakhali-3,2008,BNP,Barkat Ullah Bulu,98537,43.56,yes
Sylhet-4,2008,Jamaat,Dildar Hossain Selim,98545,40.39,no
Gaibandha-4,2014,Independent,Md. Abul Kalam Azad,98546,60.4,
Bhola-3,2001,BNP,Hafizuddin Ahmed,98659,65.8,yes
Dinajpur-5,2001,BNP,A. Z. M. Rezwanul Haque,98883,40.41,no
Madaripur-1,2001,AL,Noor-E-Alam Chowdhury Liton,98898,66.95,yes
Jamalpur-3,2008,BNP,Mostafizur Rahman Babul,99113,36.37,no
Rajshahi-6,2008,BNP,Azizur Rahman,99148,43.7,no
Munshiganj-1,2008,BNP,Shah Moazzam Hossain,99233,34.44,no
Chittagong-9,1996,AL,M. A. Manan,99240,48.8,yes
Barisal-5,2008,AL,Zahid Faruk,99393,42.34,no
Narsingdi-5,2001,BNP,Abdul Ali Mridha,99509,45.08,no
Natore-1,2001,BNP,Fazlur Rahman Patal,99591,51.16,yes
Sherpur-2,2001,AL,Matia Chowdhury,99661,48.42,no
Brahmanbaria-2,2001,Islami Oikya Jote,Fazlul Hoque Amini,99804,55.74,yes
Brahmanbaria-1,2008,AL,Mohammad Sayedul Haque,99886,53.22,yes
Dhaka-5,2008,BNP,Salah Uddin Ahmed,99895,35.19,no
Chittagong-15,2008,BNP,Jafrul Islam Chowdhury,99896,51.68,yes
Kishoreganj-4,2013,AL,Rejwan Ahmed Toufiq,99933,62.79,
Cox's Bazar-2,2001,AL,kudisullah khan,100000,65.31,no
Barisal-2,2008,AL,Manirul Islam,100002,51.29,yes
Kishoreganj-1,2008,BNP,Md. Masud Hilali,100080,36.18,no
Tangail-8,1996,AL,Abdul Kader Siddique,100303,62.64,yes
Rangpur-5,2008,JaPa,SM Fakhar-uz-Zaman,100348,35.36,no
Pabna-3,2014,AL,Mokbul Hossain,100496,87.4,
Kushtia-2,2001,BNP,Shahidul Islam,100544,39.79,yes
Rajshahi-4,2001,BNP,Nadim Mostafa,100551,51.45,yes
Chittagong-15,2001,BNP,Jafrul Islam Chowdhury,100856,62.52,yes
Jhenaidah-4,2008,BNP,Shahiduzzaman Beltu,101175,48.66,no
Khulna-5,2001,AL,Narayan Chandra Chanda,101192,47.43,no
Comilla-11,2008,AL,Mazibul Hoque,101201,52.28,yes
Naogaon-4,2001,BNP,Shamsul Alam Pramanik,101262,54.79,yes
Narsingdi-1,2001,BNP,Shamsuddin Ahmed Ishaq,101313,52.76,yes
Netrokona-2,2001,BNP,Abu Abbas,101320,44.94,no
Chittagong-6,2008,AL,Muhammad Hasan Mahmud,101340,58.44,yes
Narsingdi-2,2008,AL,Anwarul Ashraf Khan,101687,55.6,yes
Pirojpur-1,2008,AL,AKMA Awal,101710,48.83,yes
Chittagong-15,2014,AL,Abu Reza Mohammad Nejamuddin,101866,95.82,
Rangpur-5,2001,IJOF,Shah Md. Soliman Alam,101956,43.6,yes
Sirajganj-1,2001,AL,Mohammed Nasim,101981,71.72,yes
Jessore-4,2001,AL,Shah Hadiuzzaman,101994,42.49,no
Mymensingh-4,2001,BNP,Delwar Hossain Khan Dulu,102016,38.34,yes
Meherpur-1,2001,BNP,Masud Arun,102028,56.95,yes
Dhaka-11,1996,BNP,Ekhlas Uddin Mollah,102307,37.82,no
Kushtia-1,2008,BNP,Md. Altaf Hosen,102412,41.08,no
Manikganj-1,2008,BNP,Khandaker Delwar Hossain,102412,37.94,no
Comilla-6,2008,BNP,Mohammad Amin Ur Rashid Yeasin,102450,44.35,no
Sherpur-2,2001,BNP,Zahed Ali,102545,49.82,yes
Dinajpur-3,2001,BNP,Khurshid Jahan,102640,51.77,yes
Gopalganj-3,1996,AL,Sheikh Hasina,102689,92.18,yes
Naogaon-6,2001,BNP,Alamgir Kabir,102693,54.81,yes
Narsingdi-4,2001,BNP,Sardar Shakhawat Hossain Bokul,102714,49.94,yes
Thakurgaon-2,2008,AL,Dabirul Islam,102833,50.82,yes
Brahmanbaria-5,2001,BJP,Kazi Md. Anowar Hossain,102890,59.36,yes
Shariatpur-3,2008,AL,Abdur Razzaq,102925,64.94,yes
Dhaka-4,1996,AL,Habibur Rahman Mollah,102939,47.11,yes
Khulna-4,2001,BNP,M. Nurul Islam,102957,54.18,yes
Jessore-4,2008,AL,Ranajit Kumar Roy,102958,50.65,yes
Moulvibazar-3,2001,BNP,Naser Rahman,102987,94.32,no
Tangail-2,2001,AL,Khandaker Asaduzzaman,102999,47.61,no
Netrokona-1,2001,BNP,Abdul Karim Abbasi,103059,52.3,yes
Netrokona-3,2001,BNP,Nurul Amin Talukdar,103123,50.93,yes
Feni-1,2001,BNP,Khaleda Zia,103149,72.21,yes
Bhola-2,2008,AL,Tofail Ahmed,103282,56.24,yes
Sylhet-2,2001,BNP,Ilias Ali,103460,54.45,yes
Jhenaidah-4,2014,AL,Anwarul Azim Anar,103478,95.04,
Kushtia-1,2001,AL,Afaz Uddin Ahmed,103491,46.87,no
Pabna-5,2001,AL,Md. Wazi Uddin Khan,103499,41.13,no
Cox's Bazar-2,2001,AL,Alamgir Mohammad Mahfuzullah Farid,103503,67.6,yes
Tangail-2,2008,BNP,Sultan Salahuddin Tuku,103509,41.2,no
Rajshahi-1,2024,AL,Omar Faruk Chowdhury,103592,,
Cox's Bazar-4,2008,AL,Abdur Rahman Bodi,103626,56.44,yes
Rangpur-4,2008,JaPa,Karim Uddin Bharsha,103643,35.55,no
Dhaka-6,2008,AL,Mizanur Rahman Khan Dipu,103737,56.31,yes
Jessore-5,2008,BNP,Muhammad Wakkas,103739,45.53,no
Bagerhat-2,2001,BNP,MAH Salim,103792,57.52,yes
Natore-1,2008,BNP,Fazlur Rahman Patal,103814,44.75,no
Bagerhat-2,2008,AL,Mir Showkat Ali Badsha,103846,50.78,yes
Chittagong-11,2008,AL,Shamsul Haq Chowdhury,103869,55.42,yes
Moulvibazar-1,2014,AL,Md. Shahab Uddin,104020,91.51,
Jhalokati-2,2008,AL,Amir Hossain Amu,104444,56.55,yes
Bogra-3,2008,BNP,Abdul Momen Talukder,104622,49.14,yes
Dhaka-6,1996,AL,Saber Hossain Chowdhury,104694,45.26,yes
Munshiganj-2,2008,AL,Sagufta Yasmin,104876,53.49,yes
Pabna-4,2008,BNP,Sirajul Islam Sardar,104901,41.31,no
Naogaon-3,1996,BNP,Akhtar Hameed Siddiqui,105225,51.78,yes
Tangail-2,2001,BNP,Abdus Salam Pintu,105273,48.66,yes
Khulna-5,2008,Jamaat,Mia Golam Parwar,105312,41.29,no
Bhola-3,2018,AL,Nurunnabi Chowdhury,105317,70.27,
Dinajpur-5,2001,AL,Mostafizur Rahman Fizar,105337,43.05,yes
Chittagong-1,2008,AL,Mosharraf Hossain,105339,52.38,yes
Noakhali-1,2008,BNP,Mahbub Uddin Khokon,105380,54.79,yes
Narsingdi-1,2008,BNP,Khairul Kabir Khokon,105454,44.86,no
Manikganj-3,2001,BNP,Harunur Rashid Khan Monno,105474,56.44,yes
Cox's Bazar-4,2014,AL,Abdur Rahman Bodi,105489,93.58,
Kushtia-3,2014,AL,Mahbubul Alam Hanif,105577,94.28,
Lakshmipur-4,2014,AL,Mohammad Abdullah,105585,92.28,
Rangpur-3,1996,JaPa,Hussain Muhammad Ershad,105590,69.75,yes
Barisal-5,2008,BNP,Majibur Rahman Sarwar,105694,45.03,yes
Khulna-5,2001,Jamaat,Mia Golam Parwar,105740,49.56,yes
Chittagong-14,2001,Jamaat,Shajahan Chowdhury,105773,47.88,yes
Jhenaidah-4,2008,AL,Abdul Mannan,105852,50.91,yes
Sylhet-2,2008,BNP,Ilias Ali,106040,48.77,no
Narayanganj-4,2001,AL,Shamim Osman,106104,41.43,no
Kishoreganj-6,2009,AL,Nazmul Hassan Papon,106137,60.84,
Bagerhat-1,2001,AL,Sheikh Helal Uddin,106235,56.16,yes
Jamalpur-3,2001,Independent,Mostafizur Rahman Babul,106258,43.43,no
Chittagong-8,1996,AL,Md. Afsarul Amin,106341,42.99,no
Moulvibazar-1,2008,AL,Md. Shahab Uddin,106570,60.3,yes
Sherpur-3,2008,AL,A. K. M. Fazlul Haque,106631,49.39,yes
Magura-2,2001,BNP,Quazi Kamal,106741,50.4,yes
Chittagong-4,2008,BNP,Sayed Wahidul Alam,106975,43.38,no
Chuadanga-2,2001,AL,Mirza Sultana Raja,107050,41.61,no
Dinajpur-1,2008,Jamaat,Mohammed Hanif,107168,42.4,no
Dinajpur-3,2008,BNP,Shafiul Alam Prodhan,107353,43.02,no
Panchagarh-2,2014,AL,Nurul Islam Sujan,107360,93.64,
Habiganj-4,2001,AL,Enamul Haque Mostafa Shahid,107376,45.21,yes
Kurigram-2,2001,AL,Amsaa Amin,107398,43.26,no
Bogra-7,1996,BNP,Khaleda Zia,107417,72.08,yes
Chandpur-1,2008,AL,Muhiuddin Khan Alamgir,107461,56.5,yes
Meherpur-1,2008,AL,Joynal Abedin,107492,53.08,yes
Comilla-3,2001,BNP,Kazi Shah Mofazzal Hossain Kaikobad,107511,53.98,yes
Kushtia-2,2008,BNP,Shahidul Islam,107527,37.13,no
Panchagarh-1,2008,BNP,Muhammad Jamiruddin Sircar,107726,40.38,no
Rajshahi-4,2008,AL,Enamul Haque,107751,50.26,yes
Comilla-10,2001,BNP,Anwarul Azim,107769,58.09,yes
Rajshahi-4,2024,AL,Abul Kalam Azad,107983,64.39,
Chittagong-4,2001,AL,Rafiqul Anwar,108011,55.94,yes
Dhaka-5,2014,AL,Habibur Rahman Mollah,108038,95.05,
Rajshahi-5,2008,BNP,Nazrul Islam,108083,46.15,no
Satkhira-4,2001,BJP,Kazi Alauddin,108172,55.99,yes
Jessore-3,2001,AL,Ali Reza Raju,108174,36.86,no
Kushtia-1,2001,BNP,Ahsanul Haq Mollah,108326,49.06,yes
Dinajpur-4,2001,BNP,Akhtaruzzaman Mia,108360,52.31,yes
Barisal-5,2001,BNP,Majibur Rahman Sarwar,108412,59.65,yes
Rajshahi-2,1996,BNP,Kabir Hossain,108471,43.99,yes
Moulvibazar-3,2001,BNP,Saifur Rahman,108513,52.0,yes
Netrokona-2,2001,AL,Abdul Momin,108514,48.13,yes
Netrokona-4,2008,AL,Rebecca Momin,108725,53.34,yes
Jamalpur-2,2008,AL,M. Faridul Haq Khan,108847,60.95,yes
Gazipur-3,2008,BNP,M. A. Mannan,108915,31.12,no
Jhenaidah-1,2008,AL,Abdul Hyee,109050,53.13,yes
Natore-2,2001,BNP,Ruhul Quddus Talukdar,109196,52.26,yes
Khulna-4,2008,AL,Molla Jalal Uddin,109216,50.62,yes
Sylhet-2,2008,AL,Shafiqur Rahaman Chowdhury,109356,50.29,yes
Dhaka-5,1996,BNP,Mohammad Quamrul Islam,109370,39.21,no
Sirajganj-2,2001,AL,Mohammed Nasim,109482,43.48,no
Chittagong-8,2008,BNP,Shamsul Alam,109484,43.38,no
Sirajganj-3,2008,BNP,Abdul Mannan Talukder,109525,39.54,no
Lakshmipur-3,2008,BNP,Shahiduddin Chowdhury Annie,109631,,yes
Sylhet-5,2008,AL,Hafiz Ahmed Mazumder,109690,54.72,yes
Magura-2,2008,BNP,Nitai Roy Chowdhury,109808,46.58,no
Comilla-3,2008,AL,Jahangir Alam,109823,46.18,no
Mymensingh-10,2001,AL,Altaf Hossain Golandaz,109832,55.39,yes
Magura-1,2008,BNP,Iqbal Akhter Khan,109835,43.72,no
Sherpur-1,2008,Jamaat,Muhammad Kamaruzzaman,110070,44.43,no
Pirojpur-1,2001,Jamaat,Delwar Hossain Sayeedi,110108,57.25,yes
Chandpur-5,2008,BNP,Mominul Haque,110480,43.21,no
Dinajpur-6,2001,Jamaat,Azizur Rahman Chowdhury,110598,39.77,yes
Gazipur-4,2008,AL,Tanjim Ahmad Sohel Taj,110682,62.33,yes
Kushtia-4,2001,BNP,Syed Mehedi Ahmed Rumi,110792,50.53,yes
Chandpur-5,2001,BNP,M. A. Matin,110792,52.17,yes
Jessore-5,2001,BNP,Muhammad Wakkas,110835,52.45,yes
Naogaon-3,2001,AL,Akram Hossain Chowdhury,110927,44.37,no
Chittagong-12,2008,AL,Akhtaruzzaman Chowdhury Babu,110951,54.67,yes
Madaripur-3,2001,AL,Syed Abul Hossain,110993,64.55,yes
Jhenaidah-1,2014,AL,Abdul Hyee,111153,84.7,
Noakhali-5,2008,BNP,Moudud Ahmed,111204,49.52,no
Natore-4,2001,BNP,Mozammel Haque,111626,48.03,yes
Chittagong-3,2014,AL,Mahfuzur Rahaman,111743,96.26,
Natore-2,2008,BNP,Sabina Yasmin,111866,44.79,no
Chittagong-9,2001,AL,M. A. Manan,111935,44.89,no
Noakhali-4,2001,BNP,Md. Shahjahan,112095,55.52,yes
Chittagong-10,2001,BNP,Morshed Khan,112308,52.87,yes
Noakhali-5,2008,AL,Obaidul Quader,112575,50.13,yes
Dhaka-3,2008,AL,Nasrul Hamid,112623,58.5,yes
Chapai Nawabganj-3,2008,AL,Abdul Odud,112753,43.05,yes
Jamalpur-2,2014,AL,M. Faridul Haq Khan,112809,97.09,
Naogaon-2,2001,BNP,Shamsuzzoha Khan,112827,54.82,yes
Gazipur-4,2014,AL,Simeen Hussain Rimi,112887,92.27,
Moulvibazar-3,2008,BNP,Saifur Rahman,112895,43.07,no
Chittagong-3,2008,BNP,Aslam Chowdhury,112930,45.04,no
Rangpur-4,2014,AL,Tipu Munshi,113082,94.97,
Brahmanbaria-5,2008,AL,Shah Jikrul Ahmad,113173,58.01,yes
